txn_id,date,time,datetime,amount,type,category,merchant,upi_id,status,note
TXN101053,2024-02-05,02:52:00,2024-02-05T02:52:00,1420.42,Debit,Groceries,BigMart,grocery@icici,Failed,Groceries payment to BigMart
TXN101054,2024-05-23,01:58:41,2024-05-23T01:58:41,231.03,Debit,Rent,CityRentals,merchant@axis,Success,Rent payment to CityRentals
TXN101055,2024-03-04,15:51:19,2024-03-04T15:51:19,800.71,Debit,Groceries,BigMart,refund@paytm,Pending,Groceries payment to BigMart
TXN101056,2024-04-24,01:55:26,2024-04-24T01:55:26,946.41,Debit,Health,MediCare,shivap@ybl,Success,Health payment to MediCare
TXN101057,2025-06-08,08:38:03,2025-06-08T08:38:03,189.53,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101058,2025-05-24,13:55:51,2025-05-24T13:55:51,504.77,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN101059,2024-03-16,03:03:06,2024-03-16T03:03:06,499.35,Debit,Dining,CafeBrew,salary@hdfc,Success,Dining payment to CafeBrew
TXN101060,2025-01-01,06:35:45,2025-01-01T06:35:45,248.76,Credit,Salary,AcmeCorp,friend1@oksbi,Success,Salary payment to AcmeCorp
TXN101061,2025-02-21,13:16:04,2025-02-21T13:16:04,933.99,Debit,Groceries,BigMart,grocery@icici,Failed,Groceries payment to BigMart
TXN101062,2024-06-06,05:15:49,2024-06-06T05:15:49,729.08,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN101063,2025-08-19,11:24:33,2025-08-19T11:24:33,61.76,Debit,Health,MediCare,refund@paytm,Success,Health payment to MediCare
TXN101064,2024-05-02,07:40:09,2024-05-02T07:40:09,55.55,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101065,2025-09-11,12:24:46,2025-09-11T12:24:46,1393.06,Debit,Entertainment,MovieHub,shivap@ybl,Success,Entertainment payment to MovieHub
TXN101066,2024-08-28,00:51:12,2024-08-28T00:51:12,1336.11,Debit,Shopping,ShopEasy,refund@paytm,Failed,Shopping payment to ShopEasy
TXN101067,2024-09-24,07:54:27,2024-09-24T07:54:27,455.59,Debit,Health,MediCare,salary@hdfc,Success,Health payment to MediCare
TXN101068,2025-07-12,06:57:40,2025-07-12T06:57:40,1170.12,Debit,Utilities,PowerGrid,salary@hdfc,Success,Utilities payment to PowerGrid
TXN101069,2024-07-20,12:16:16,2024-07-20T12:16:16,667.63,Debit,Shopping,ShopEasy,shivap@ybl,Success,Shopping payment to ShopEasy
TXN101070,2025-01-05,21:22:53,2025-01-05T21:22:53,88.85,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN101071,2024-02-12,13:28:54,2024-02-12T13:28:54,92.42,Credit,Salary,AcmeCorp,shivap@ybl,Success,Salary payment to AcmeCorp
TXN101072,2024-09-23,10:27:10,2024-09-23T10:27:10,414.05,Debit,Shopping,ShopEasy,salary@hdfc,Success,Shopping payment to ShopEasy
TXN101073,2024-11-05,16:24:55,2024-11-05T16:24:55,820.01,Debit,Education,EduWorld,friend1@oksbi,Success,Education payment to EduWorld
TXN101074,2025-03-03,22:03:45,2025-03-03T22:03:45,667.43,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN101075,2024-06-04,23:22:19,2024-06-04T23:22:19,1798.51,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN101076,2025-08-19,20:44:33,2025-08-19T20:44:33,148.22,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101077,2025-06-25,17:04:14,2025-06-25T17:04:14,1475.24,Debit,Shopping,ShopEasy,shivap@ybl,Success,Shopping payment to ShopEasy
TXN101078,2024-06-30,10:53:25,2024-06-30T10:53:25,1075.39,Debit,Rent,CityRentals,refund@paytm,Success,Rent payment to CityRentals
TXN101079,2025-05-27,04:08:35,2025-05-27T04:08:35,910.08,Credit,Salary,AcmeCorp,shivap@ybl,Success,Salary payment to AcmeCorp
TXN101080,2025-01-22,08:30:17,2025-01-22T08:30:17,657.92,Debit,Utilities,PowerGrid,refund@paytm,Success,Utilities payment to PowerGrid
TXN101081,2025-01-26,10:33:49,2025-01-26T10:33:49,329.02,Debit,Education,EduWorld,friend1@oksbi,Success,Education payment to EduWorld
TXN101082,2025-06-15,12:33:43,2025-06-15T12:33:43,17.49,Debit,Travel,QuickFlights,grocery@icici,Success,Travel payment to QuickFlights
TXN101083,2024-07-06,19:33:10,2024-07-06T19:33:10,1427.34,Debit,Shopping,ShopEasy,friend1@oksbi,Success,Shopping payment to ShopEasy
TXN101084,2025-08-11,06:27:55,2025-08-11T06:27:55,153.94,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN101085,2025-08-07,03:43:17,2025-08-07T03:43:17,304.3,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN101086,2024-05-15,04:19:49,2024-05-15T04:19:49,1226.78,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN101087,2024-12-10,05:47:25,2024-12-10T05:47:25,1147.7,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN101088,2024-02-25,02:24:41,2024-02-25T02:24:41,83.16,Debit,Utilities,PowerGrid,refund@paytm,Success,Utilities payment to PowerGrid
TXN101089,2024-08-13,01:16:29,2024-08-13T01:16:29,700.3,Credit,Refund,SellerX,shivap@ybl,Success,Refund payment to SellerX
TXN101090,2024-10-30,02:29:57,2024-10-30T02:29:57,947.8,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN101091,2024-02-26,02:02:35,2024-02-26T02:02:35,1267.11,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101092,2025-01-21,10:04:13,2025-01-21T10:04:13,90.25,Debit,Education,EduWorld,merchant@axis,Success,Education payment to EduWorld
TXN101093,2025-03-06,17:05:47,2025-03-06T17:05:47,157.25,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101094,2024-08-14,22:36:56,2024-08-14T22:36:56,359.32,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN101095,2024-05-07,05:07:45,2024-05-07T05:07:45,287.61,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101096,2024-10-28,07:01:35,2024-10-28T07:01:35,1366.3,Debit,Utilities,PowerGrid,grocery@icici,Pending,Utilities payment to PowerGrid
TXN101097,2025-08-28,10:06:57,2025-08-28T10:06:57,73.39,Debit,Entertainment,MovieHub,salary@hdfc,Success,Entertainment payment to MovieHub
TXN101098,2024-07-26,00:45:03,2024-07-26T00:45:03,595.45,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN101099,2024-08-21,05:20:54,2024-08-21T05:20:54,382.11,Debit,Groceries,BigMart,friend1@oksbi,Failed,Groceries payment to BigMart
TXN101100,2025-10-04,07:49:08,2025-10-04T07:49:08,435.17,Debit,Education,EduWorld,shivap@ybl,Success,Education payment to EduWorld
TXN101101,2024-06-24,03:36:03,2024-06-24T03:36:03,318.25,Debit,Shopping,ShopEasy,shivap@ybl,Failed,Shopping payment to ShopEasy
TXN101102,2024-12-01,02:46:12,2024-12-01T02:46:12,395.87,Debit,Travel,QuickFlights,refund@paytm,Success,Travel payment to QuickFlights
TXN101103,2024-06-11,13:03:56,2024-06-11T13:03:56,22.93,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN101104,2025-03-22,09:50:05,2025-03-22T09:50:05,250.77,Debit,Utilities,PowerGrid,shivap@ybl,Success,Utilities payment to PowerGrid
TXN101105,2024-03-16,09:58:42,2024-03-16T09:58:42,769.58,Debit,Utilities,PowerGrid,friend1@oksbi,Success,Utilities payment to PowerGrid
TXN101106,2025-02-03,14:37:17,2025-02-03T14:37:17,898.78,Debit,Dining,CafeBrew,friend1@oksbi,Success,Dining payment to CafeBrew
TXN101107,2025-07-15,04:36:33,2025-07-15T04:36:33,1714.44,Debit,Utilities,PowerGrid,friend1@oksbi,Success,Utilities payment to PowerGrid
TXN101108,2025-09-16,05:15:22,2025-09-16T05:15:22,1000.25,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101109,2024-03-17,07:33:18,2024-03-17T07:33:18,1333.43,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
TXN101110,2025-02-14,18:03:55,2025-02-14T18:03:55,17.38,Debit,Utilities,PowerGrid,salary@hdfc,Success,Utilities payment to PowerGrid
TXN101111,2024-02-19,14:39:36,2024-02-19T14:39:36,1050.26,Debit,Dining,CafeBrew,salary@hdfc,Success,Dining payment to CafeBrew
TXN101112,2024-07-19,06:56:16,2024-07-19T06:56:16,1441.76,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN101113,2025-07-30,00:31:15,2025-07-30T00:31:15,873.62,Debit,Rent,CityRentals,shivap@ybl,Success,Rent payment to CityRentals
TXN101114,2025-07-06,10:18:35,2025-07-06T10:18:35,405.08,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101115,2025-05-02,06:03:21,2025-05-02T06:03:21,374.64,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101116,2025-08-31,08:25:13,2025-08-31T08:25:13,262.36,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101117,2024-12-26,18:18:21,2024-12-26T18:18:21,393.3,Debit,Dining,CafeBrew,friend1@oksbi,Failed,Dining payment to CafeBrew
TXN101118,2024-09-07,04:16:42,2024-09-07T04:16:42,691.56,Debit,Shopping,ShopEasy,grocery@icici,Success,Shopping payment to ShopEasy
TXN101119,2025-09-22,00:19:47,2025-09-22T00:19:47,1172.15,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN101120,2025-09-28,04:57:21,2025-09-28T04:57:21,312.84,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
TXN101121,2024-10-29,00:37:46,2024-10-29T00:37:46,157.78,Debit,Education,EduWorld,grocery@icici,Success,Education payment to EduWorld
TXN101122,2025-10-14,23:51:57,2025-10-14T23:51:57,906.22,Debit,Dining,CafeBrew,salary@hdfc,Pending,Dining payment to CafeBrew
TXN101123,2024-01-06,10:48:01,2024-01-06T10:48:01,1668.57,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101124,2024-11-07,14:57:53,2024-11-07T14:57:53,478.3,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101125,2025-09-20,23:40:33,2025-09-20T23:40:33,297.29,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN101126,2025-07-30,18:15:31,2025-07-30T18:15:31,300.17,Debit,Shopping,ShopEasy,grocery@icici,Success,Shopping payment to ShopEasy
TXN101127,2025-08-16,12:04:04,2025-08-16T12:04:04,1995.42,Debit,Utilities,PowerGrid,shivap@ybl,Success,Utilities payment to PowerGrid
TXN101128,2024-03-17,08:12:43,2024-03-17T08:12:43,592.68,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN101129,2024-12-09,02:54:29,2024-12-09T02:54:29,358.58,Debit,Rent,CityRentals,refund@paytm,Success,Rent payment to CityRentals
TXN101130,2025-04-11,08:21:32,2025-04-11T08:21:32,932.0,Debit,Education,EduWorld,merchant@axis,Success,Education payment to EduWorld
TXN101131,2024-02-19,00:53:51,2024-02-19T00:53:51,647.55,Debit,Entertainment,MovieHub,refund@paytm,Pending,Entertainment payment to MovieHub
TXN101132,2025-08-24,19:10:02,2025-08-24T19:10:02,920.96,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN101133,2024-09-02,19:08:43,2024-09-02T19:08:43,1047.09,Debit,Shopping,ShopEasy,grocery@icici,Success,Shopping payment to ShopEasy
TXN101134,2025-07-08,16:52:53,2025-07-08T16:52:53,85.65,Debit,Travel,QuickFlights,grocery@icici,Success,Travel payment to QuickFlights
TXN101135,2024-01-04,13:09:15,2024-01-04T13:09:15,1193.02,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101136,2024-12-10,08:42:09,2024-12-10T08:42:09,1248.61,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN101137,2025-03-04,04:56:44,2025-03-04T04:56:44,1675.69,Debit,Entertainment,MovieHub,shivap@ybl,Success,Entertainment payment to MovieHub
TXN101138,2024-04-11,12:22:45,2024-04-11T12:22:45,1943.69,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN101139,2024-10-04,12:26:03,2024-10-04T12:26:03,868.04,Credit,Travel,QuickFlights,salary@hdfc,Success,Travel payment to QuickFlights
TXN101140,2025-10-09,08:27:12,2025-10-09T08:27:12,824.04,Debit,Shopping,ShopEasy,friend1@oksbi,Failed,Shopping payment to ShopEasy
TXN101141,2024-07-04,22:19:29,2024-07-04T22:19:29,869.76,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN101142,2024-06-24,12:49:19,2024-06-24T12:49:19,502.96,Debit,Education,EduWorld,refund@paytm,Success,Education payment to EduWorld
TXN101143,2024-08-03,11:52:45,2024-08-03T11:52:45,258.14,Debit,Rent,CityRentals,grocery@icici,Success,Rent payment to CityRentals
TXN101144,2024-03-29,08:01:06,2024-03-29T08:01:06,115.92,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101145,2024-11-12,17:40:32,2024-11-12T17:40:32,1585.05,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101146,2025-03-12,05:36:10,2025-03-12T05:36:10,322.09,Debit,Utilities,PowerGrid,friend1@oksbi,Success,Utilities payment to PowerGrid
TXN101147,2024-12-25,02:20:26,2024-12-25T02:20:26,1401.81,Debit,Dining,CafeBrew,merchant@axis,Pending,Dining payment to CafeBrew
TXN101148,2024-10-23,05:58:15,2024-10-23T05:58:15,994.0,Debit,Education,EduWorld,shivap@ybl,Success,Education payment to EduWorld
TXN101149,2024-06-06,20:10:59,2024-06-06T20:10:59,1131.91,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN101150,2025-04-13,19:37:59,2025-04-13T19:37:59,1112.3,Credit,Refund,SellerX,grocery@icici,Success,Refund payment to SellerX
TXN101151,2025-10-12,17:33:10,2025-10-12T17:33:10,1353.8,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101152,2024-05-24,16:55:00,2024-05-24T16:55:00,323.34,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN101153,2024-06-01,20:17:18,2024-06-01T20:17:18,787.51,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN101154,2025-06-05,14:15:19,2025-06-05T14:15:19,412.23,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN101155,2025-08-27,01:13:16,2025-08-27T01:13:16,121.35,Debit,Education,EduWorld,friend1@oksbi,Success,Education payment to EduWorld
TXN101156,2025-08-17,13:30:28,2025-08-17T13:30:28,931.97,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101157,2024-08-10,16:02:50,2024-08-10T16:02:50,418.14,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN101158,2025-07-22,03:52:36,2025-07-22T03:52:36,44.47,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101159,2025-07-06,17:58:51,2025-07-06T17:58:51,2569.71,Debit,Dining,CafeBrew,grocery@icici,Success,Dining payment to CafeBrew
TXN101160,2025-04-21,20:11:48,2025-04-21T20:11:48,748.17,Debit,Education,EduWorld,friend1@oksbi,Success,Education payment to EduWorld
TXN101161,2025-03-05,09:44:10,2025-03-05T09:44:10,350.22,Credit,Salary,AcmeCorp,friend1@oksbi,Success,Salary payment to AcmeCorp
TXN101162,2025-08-18,02:58:04,2025-08-18T02:58:04,207.28,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101163,2024-02-25,15:19:15,2024-02-25T15:19:15,379.15,Credit,Salary,AcmeCorp,grocery@icici,Success,Salary payment to AcmeCorp
TXN101164,2024-09-13,10:08:01,2024-09-13T10:08:01,544.03,Debit,Dining,CafeBrew,salary@hdfc,Success,Dining payment to CafeBrew
TXN101165,2024-03-04,10:26:28,2024-03-04T10:26:28,1398.48,Debit,Health,MediCare,shivap@ybl,Pending,Health payment to MediCare
TXN101166,2025-03-13,00:15:57,2025-03-13T00:15:57,1247.13,Debit,Travel,QuickFlights,salary@hdfc,Success,Travel payment to QuickFlights
TXN101167,2024-05-08,13:55:39,2024-05-08T13:55:39,1274.99,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN101168,2024-09-26,15:04:23,2024-09-26T15:04:23,742.74,Debit,Education,EduWorld,salary@hdfc,Success,Education payment to EduWorld
TXN101169,2025-07-20,05:58:09,2025-07-20T05:58:09,275.11,Debit,Dining,CafeBrew,salary@hdfc,Success,Dining payment to CafeBrew
TXN101170,2024-10-04,09:11:28,2024-10-04T09:11:28,1351.46,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN101171,2025-08-30,06:22:12,2025-08-30T06:22:12,493.17,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN101172,2024-08-03,17:55:50,2024-08-03T17:55:50,453.49,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN101173,2024-06-07,17:38:20,2024-06-07T17:38:20,772.79,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101174,2024-07-12,18:23:58,2024-07-12T18:23:58,723.88,Debit,Shopping,ShopEasy,salary@hdfc,Failed,Shopping payment to ShopEasy
TXN101175,2025-01-13,00:33:08,2025-01-13T00:33:08,602.04,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN101176,2024-10-08,15:03:51,2024-10-08T15:03:51,1740.37,Credit,Refund,SellerX,shivap@ybl,Success,Refund payment to SellerX
TXN101177,2024-08-12,03:46:28,2024-08-12T03:46:28,105.13,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101178,2025-05-07,13:32:12,2025-05-07T13:32:12,822.87,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101179,2024-03-29,12:02:07,2024-03-29T12:02:07,865.18,Debit,Travel,QuickFlights,salary@hdfc,Success,Travel payment to QuickFlights
TXN101180,2024-10-07,02:23:59,2024-10-07T02:23:59,11.47,Debit,Rent,CityRentals,shivap@ybl,Success,Rent payment to CityRentals
TXN101181,2025-07-26,23:13:03,2025-07-26T23:13:03,1126.46,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN101182,2025-05-19,12:19:34,2025-05-19T12:19:34,1471.5,Debit,Shopping,ShopEasy,friend1@oksbi,Success,Shopping payment to ShopEasy
TXN101183,2024-03-01,06:05:13,2024-03-01T06:05:13,709.94,Debit,Education,EduWorld,refund@paytm,Failed,Education payment to EduWorld
TXN101184,2024-04-05,22:03:07,2024-04-05T22:03:07,442.35,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101185,2024-12-04,00:21:43,2024-12-04T00:21:43,799.01,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101186,2025-03-10,09:35:04,2025-03-10T09:35:04,1699.78,Debit,Shopping,ShopEasy,salary@hdfc,Success,Shopping payment to ShopEasy
TXN101187,2024-08-20,18:23:40,2024-08-20T18:23:40,175.93,Debit,Rent,CityRentals,grocery@icici,Pending,Rent payment to CityRentals
TXN101188,2025-06-15,20:57:01,2025-06-15T20:57:01,254.2,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN101189,2024-11-08,00:35:59,2024-11-08T00:35:59,1248.72,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN101190,2024-08-07,11:53:26,2024-08-07T11:53:26,952.02,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101191,2024-04-08,08:25:12,2024-04-08T08:25:12,2044.01,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN101192,2024-12-28,00:10:32,2024-12-28T00:10:32,67.23,Debit,Travel,QuickFlights,salary@hdfc,Success,Travel payment to QuickFlights
TXN101193,2025-01-03,23:33:38,2025-01-03T23:33:38,166.22,Debit,Entertainment,MovieHub,shivap@ybl,Success,Entertainment payment to MovieHub
TXN101194,2025-07-11,13:06:03,2025-07-11T13:06:03,540.05,Credit,Salary,AcmeCorp,friend1@oksbi,Success,Salary payment to AcmeCorp
TXN101195,2025-09-10,06:22:44,2025-09-10T06:22:44,801.94,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN101196,2024-12-30,23:23:36,2024-12-30T23:23:36,724.58,Debit,Groceries,BigMart,shivap@ybl,Failed,Groceries payment to BigMart
TXN101197,2024-08-01,19:53:46,2024-08-01T19:53:46,308.08,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101198,2025-07-19,00:54:55,2025-07-19T00:54:55,2547.76,Debit,Rent,CityRentals,grocery@icici,Success,Rent payment to CityRentals
TXN101199,2025-06-08,20:22:27,2025-06-08T20:22:27,673.52,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101200,2024-04-01,14:55:56,2024-04-01T14:55:56,416.75,Debit,Shopping,ShopEasy,salary@hdfc,Success,Shopping payment to ShopEasy
TXN101201,2025-02-10,22:28:33,2025-02-10T22:28:33,1107.8,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN101202,2025-04-13,09:29:41,2025-04-13T09:29:41,280.38,Debit,Shopping,ShopEasy,salary@hdfc,Success,Shopping payment to ShopEasy
TXN101203,2024-08-29,01:42:12,2024-08-29T01:42:12,1107.25,Debit,Dining,CafeBrew,grocery@icici,Success,Dining payment to CafeBrew
TXN101204,2024-09-15,06:37:08,2024-09-15T06:37:08,905.18,Debit,Rent,CityRentals,refund@paytm,Success,Rent payment to CityRentals
TXN101205,2024-02-28,20:30:11,2024-02-28T20:30:11,567.08,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN101206,2025-09-03,16:25:42,2025-09-03T16:25:42,1125.2,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN101207,2025-01-22,06:25:48,2025-01-22T06:25:48,1120.16,Debit,Travel,QuickFlights,shivap@ybl,Success,Travel payment to QuickFlights
TXN101208,2025-03-17,13:25:23,2025-03-17T13:25:23,25.36,Debit,Dining,CafeBrew,friend1@oksbi,Pending,Dining payment to CafeBrew
TXN101209,2025-09-15,17:05:20,2025-09-15T17:05:20,1836.93,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101210,2024-04-03,19:21:56,2024-04-03T19:21:56,1520.47,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN101211,2024-04-24,00:59:10,2024-04-24T00:59:10,876.57,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101212,2025-06-19,03:34:40,2025-06-19T03:34:40,453.79,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101213,2024-08-23,12:17:58,2024-08-23T12:17:58,370.62,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101214,2025-07-21,19:14:24,2025-07-21T19:14:24,399.48,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101215,2024-08-22,12:12:33,2024-08-22T12:12:33,277.39,Credit,Salary,AcmeCorp,merchant@axis,Success,Salary payment to AcmeCorp
TXN101216,2025-07-01,05:09:41,2025-07-01T05:09:41,834.42,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101217,2024-07-30,11:16:27,2024-07-30T11:16:27,1065.6,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101218,2025-02-22,06:11:26,2025-02-22T06:11:26,939.04,Debit,Shopping,ShopEasy,grocery@icici,Success,Shopping payment to ShopEasy
TXN101219,2024-10-27,17:15:43,2024-10-27T17:15:43,804.88,Debit,Groceries,BigMart,shivap@ybl,Pending,Groceries payment to BigMart
TXN101220,2025-07-19,21:50:11,2025-07-19T21:50:11,1676.92,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN101221,2024-04-24,21:44:38,2024-04-24T21:44:38,1967.02,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN101222,2025-08-28,21:26:10,2025-08-28T21:26:10,385.2,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN101223,2025-01-23,06:40:04,2025-01-23T06:40:04,1400.86,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN101224,2024-01-04,00:08:31,2024-01-04T00:08:31,225.53,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN101225,2024-01-09,20:00:31,2024-01-09T20:00:31,551.11,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN101226,2024-01-30,23:56:22,2024-01-30T23:56:22,446.79,Debit,Shopping,ShopEasy,merchant@axis,Success,Shopping payment to ShopEasy
TXN101227,2024-12-07,19:37:25,2024-12-07T19:37:25,2320.43,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN101228,2025-06-26,04:19:52,2025-06-26T04:19:52,957.49,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN101229,2024-07-24,13:14:30,2024-07-24T13:14:30,501.06,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101230,2025-01-26,17:02:29,2025-01-26T17:02:29,129.11,Debit,Rent,CityRentals,merchant@axis,Success,Rent payment to CityRentals
TXN101231,2024-03-18,13:18:03,2024-03-18T13:18:03,1226.08,Credit,Refund,SellerX,shivap@ybl,Success,Refund payment to SellerX
TXN101232,2024-09-09,17:54:34,2024-09-09T17:54:34,599.3,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101233,2024-01-15,05:52:44,2024-01-15T05:52:44,294.05,Debit,Entertainment,MovieHub,salary@hdfc,Success,Entertainment payment to MovieHub
TXN101234,2024-06-12,13:21:52,2024-06-12T13:21:52,772.95,Debit,Shopping,ShopEasy,friend1@oksbi,Success,Shopping payment to ShopEasy
TXN101235,2025-09-29,05:14:46,2025-09-29T05:14:46,351.06,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN101236,2024-08-19,09:37:32,2024-08-19T09:37:32,1195.31,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN101237,2025-02-24,16:10:38,2025-02-24T16:10:38,399.53,Credit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN101238,2024-08-11,00:00:50,2024-08-11T00:00:50,1748.86,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN101239,2024-10-27,08:22:35,2024-10-27T08:22:35,508.47,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
